title,video_id,published_at,views,likes,comments,thumbnails,duration_sec,status,description
Raghuram Rajan’s Economic Roadmap & Warning for India | Anyone Listening? | Deshbhakt Conversations,8R7z_SlO2Rc,2023-12-12T17:17:12Z,1083806,20768,2022,https://i.ytimg.com/vi/8R7z_SlO2Rc/default.jpg,3215,#video,"In their new book 'Breaking The Mould: Reimagining India's Economic Future', Raghuram Rajan & Rohit Lamba lay out a broad economic roadmap for India to follow is the next level of growth is to be achieved .... from manufacturing to media their suggestions are wide-ranging - but most of it contrary to how the Govt thinks and acts now. 

Who will be proven right in the long run???   

💥💥 ALERT! 💥💥 
Thanks to the support of Deshbhakt Family & our Members - we are daring to take the next leap!!🙏🏼
In 2024 we plan to double our team size, our output & branch out to more platforms!!  
We are now open to receiving applications for the post of Data/Satire Scriptwriters // Video Editors // Sr. Producers & Channel Manager. 
If you think that you fit the bill - or know someone who does - then apply via this google form !!!!   - https://forms.gle/dQ5GRkWSYk88ebaAA

⛔️ BECOME A DESHBHAKT MEMBER - www.patreon.com/thedeshbhakt   ⛔️
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes
OR
Join this channel to get access to perks:
   / @thedeshbhakt  

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕 https://kadakmerch.com/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact@thedeshbhakt.in 📧

00:00 - Why Should We Listen to Dr Rajan & Dr. Lamba??
05:00 - Is there a need to ‘reimagine’ India’s Growth Story? 
12:24 - What has the Modi Government imagined right?
15:48 - Why India will still be behind China after 25 years
17:40 - Brain based vs Braun based Industry
22:00 - Truth behind ‘Make in India’ story  
24:03 - Why are a record number of students leaving India?
26:24 - Rs.16,000 crore spent to set-up one factory?
30:36 - Successful alternative to China?
31:30 - Can India ever decentralise its workings under this regime?
36:49 - Is there a threat of deindustrialisation in India?
42:40 - The Revdi vs Welfare Debate
44:35 - How important is Democracy in this ‘reimagining’ of India? 
48:52 - Who’s idea was Demonetisation?
51:04 - Is there a problem with Oligarchy becoming a norm?
52:19 - What role does the public play in shaping progressive Economic policy?

Credits :
DOP : Ritam
Editor : Mehul & Ritam
Thumbnail: Khursheed
Associate Producer : Sarthak 
Producer : Sahil

#raghuramrajan #akashbanerjee #indianeconomy"
EXPLAINED - Why the Arab World totally failed Palestinians | Akash Banerjee,tIk4TpDnjhc,2023-12-07T16:28:55Z,1531719,45680,6049,https://i.ytimg.com/vi/tIk4TpDnjhc/default.jpg,1238,#video,"Get 50% OFF on Kukufm’s 1st Month subscription!!👪
Only at Rs 49 instead of Rs 99 🤑 🤑 // Use my code DB50
Click the Link  ⬇
https://kukufm.sng.link/Apksi/tx71/fnbi

While most of the global powers are solidly backing Israel ever since the war started .... there seems to be precious little support for Palestinians - who have perished in thousands ..... The brief ceasefire is now over - leading us to question why so many Arab Nations have failed to even press for a lasting ceasefire...

💥💥 ALERT! 💥💥 
Thanks to the support of Deshbhakt Family & our Members - we are daring to take the next leap!!🙏🏼
In 2024 we plan to double our team size, our output & branch out to more platforms!!  
We are now open to receiving applications for the post of Data/Satire Scriptwriters // Video Editors // Sr. Producers & Channel Manager. 
If you think that you fit the bill - or know someone who does - then apply via this google form !!!!   - https://forms.gle/dQ5GRkWSYk88ebaAA


⛔️ BECOME A DESHBHAKT MEMBER - www.patreon.com/thedeshbhakt   ⛔️
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes
OR
Join this channel to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕 https://kadakmerch.com/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact@thedeshbhakt.in 📧

Credits :
Script - Akash
Editor : Ritam & Khursheed
Graphics : Mehul
Producer : Sarthak & Ankit

#israelpalestineconflict #palestineunderattak #arabnations"
REVIEW - Why Animal Works? | Cinematic Masterpiece or Macho Formula? | Akash Banerjee,0HZdnU0gZKk,2023-12-05T15:49:30Z,968822,32354,3329,https://i.ytimg.com/vi/0HZdnU0gZKk/default.jpg,874,#video,"Sandeep Reddy Vanga's Animal is breaking the box office - now close to 500cr.
But what is driving the insane buzz around the movie? What are people connecting with? It's not the action or the complicated father - son relationship .... its MUCH DEEPER 
Vanga has been able to go Pro Max on his Kabir Singh formula and connect with the inner chad of his male audience ..... AND THEY ARE LOVING IT!!!! 

Sam Bahadur - though struggling at the BO - was made with a similar thought process - serve the market with what they WANT .... but given the overdose of nationalism - that ploy may not be working any more.

here's a deep dive into both the movies....and what is making one break records .....  

⛔️ BECOME A DESHBHAKT MEMBER - www.patreon.com/thedeshbhakt   ⛔️
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes
OR
Join this channel to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕 https://kadakmerch.com/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact@thedeshbhakt.in 📧

Credits :
Script - Akash
Editor : Ritam & Khursheed
Producer : Ankit

#animalreview #sambahadurreview #akashbanerjee"
Election Results | How BJP Decimated Congress in Semi-Finals Before 2024 | Akash Banerjee & Adwaith,1OgypB3cajE,2023-12-03T15:51:33Z,1511840,42724,8311,https://i.ytimg.com/vi/1OgypB3cajE/default.jpg,1675,#video,"Day of massive upset for the Congress as the BJP established a brute majority in Madhya Pradesh, retook Rajasthan with a healthy margin and dashed Congress in Chhattisgarh - a state that was going to the Congress.

With virtually no presence in the Hindi Heartland - the Congress got a consolation prize in the form of Telangana. But that will be of little comfort - because with 2024 elections less than 5 months away - this puts a very big question mark over the Congress and the INDIA alliance as well. 

💥💥 ALERT! 💥💥 
Thanks to the support of Deshbhakt Family & our Members - we are daring to take the next leap!!🙏🏼
In 2024 we plan to double our team size, our output & branch out to more platforms!!  
We are now open to receiving applications for the post of Data/Satire Scriptwriters // Video Editors // Sr. Producers & Channel Manager. 
If you think that you fit the bill - or know someone who does - then apply via this google form !!!!   - https://forms.gle/dQ5GRkWSYk88ebaAA


⛔️ BECOME A DESHBHAKT MEMBER - www.patreon.com/thedeshbhakt   ⛔️
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes
OR
Join this channel to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕 https://kadakmerch.com/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact@thedeshbhakt.in 📧

Credits :
Script - Adwaith
Thumbnail & Chap heads : Mehul
Editor : Ritam & Khursheed
Associate Producer : Sarthak & Ankit
Producer : Sahil

#electionresult #elections2023 #elections2024"
Reality of Modi's famed 'Gujarat Model' #akashbanerjee #gujaratinews #gujaratmodel,m60UCe6usaE,2023-11-30T17:10:16Z,3682272,247702,4980,https://i.ytimg.com/vi/m60UCe6usaE/default.jpg,60,#video,Whatever the results of the Assembly Elections are - one thing is clear - elections are not won on real data - rather perception.... that is why despite the #gujaratmodel being debunked - people still think otherwise. Along with MP the state has the LOWEST rural wages in India - guess the two states that have the highest?
Only Daytime Coaching for Girls in UP?! | Is Law & Order So Bad?? #akashbanerjee #betibachao #yogi,70KeFwOkDU8,2023-11-29T14:52:14Z,3090296,197383,3585,https://i.ytimg.com/vi/70KeFwOkDU8/default.jpg,60,#video,The Uttar Pradesh government has directed coaching institutes to not conduct late evening classes for girl students. The order has been given as per the new guidelines of the Safe City Project in UP. But 2 years ago UP was declared safe for girls - even at 12am - then why this regressive order aimed at girls???
Who's Winning the (Mis)Information Warfare?? | Israel Vs Palestine | Akash Banerjee,DGAf55BRBTk,2023-11-20T15:39:04Z,1036537,54924,6947,https://i.ytimg.com/vi/DGAf55BRBTk/default.jpg,1307,#video,"It is not just guns & bombs that are going off in the Israel Palestine conflict - it's a massive information war to ensure the global narrative on 'their' side .... both Israel and Palestine have been trying to control the minds of millions with images and commentary - BUT much of that is fake - who's peddling lies and fabrications the world over? What is at stake and who is winning this mis-information war???  

⛔️ BECOME A DESHBHAKT MEMBER - www.patreon.com/thedeshbhakt   ⛔️
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes
OR
Join this channel to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕 https://kadakmerch.com/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact@thedeshbhakt.in 📧

Credits :
Script - Adwaith
Thumbnail : Khursheed
Editor : Khursheed & Ritam
Associate Producer : Sarthak
Producer : Sahil

#israelpalestineconflict #informationwar #akashbanerjee"
Virat vs Sachin - Who's the Greatest Indian Cricketer of all time? | #viratkohli #worldcup #news,1AJXdcXmhfQ,2023-11-15T16:39:23Z,662193,39464,1109,https://i.ytimg.com/vi/1AJXdcXmhfQ/default.jpg,60,#video,"Exactly 10 years after Sachin Tendulkar played his last match and lift behind insurmountable records - Virak Kohli has done the unthinkable and smashed 2 of them in the same game. 
Inevitable questions are being asked now - is Virat Kohli all set to be recognised at the greatest Indian Cricketer of all times?"
Salman Khan's Tiger 3 | Bollywood Learning Some Lessons? | Akash Banerjee,S-IN5uCHH-A,2023-11-14T17:34:35Z,780503,28048,1617,https://i.ytimg.com/vi/S-IN5uCHH-A/default.jpg,632,#video,"After a lull on the Box Office - it seems that Salman Khan is back with a bang this Diwali with Tiger 3. The movie is getting a lot of traction and is competing with Pathaan on the BO. Is Bollywood finally getting back on track??? Audiences coming back to the theater?? Are action movies also being able to include a deeper message??? Who should be watching Tiger 3 and for what??? 

⛔️ BECOME A DESHBHAKT MEMBER - www.patreon.com/thedeshbhakt   ⛔️
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes
OR
Join this channel to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕 https://kadakmerch.com/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧

Credits :
Script -  Akash
Thumbnail : Khursheed
Editor : Khursheed & Ritam
Associate Producer : Ankit & Sarthak

#tiger3 #salmankhan #moviereview"
EXPLAINED - Why Electoral Bonds Are Controversial & Unconstitutional | Akash Banerjee & Sarthak,hnGlMRFEmKw,2023-11-11T14:35:53Z,1346054,38614,2369,https://i.ytimg.com/vi/hnGlMRFEmKw/default.jpg,1282,#video,"After years of trying the hide the dirty truth about Electoral Bonds - the controversial issue was finally listed in the Supreme Court of India .... but as the court decides on the very legality and constitutionality of Electoral Bonds - we take a closer look at Electoral Bonds and understand why not scrapping it will result in the death of true Democracy. 

⛔️ BECOME A DESHBHAKT MEMBER - www.patreon.com/thedeshbhakt   ⛔️
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes
OR
Join this channel to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕 https://kadakmerch.com/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact@thedeshbhakt.in 📧

Credits :
Script - Sarthak
Thumbnail : Khursheed
Editor : Khursheed & Ritam
Associate Producer : Ankit & Sarthak
Producer : Sahil

#electoralbonds #supremecourt #elections2024"
Aadhaar Bank Fraud Spike!! |How to save yourself!? | #aadharcard #onlinescamalert #bankfrauds,c-6zYmXLuk4,2023-11-10T14:26:31Z,7445408,429768,4981,https://i.ytimg.com/vi/c-6zYmXLuk4/default.jpg,60,#video,Aadhaar biometric fraud enables criminals to empty your bank account without your even knowing it - using your biometrics that you never gave them!!!! .... all this is possible thanks to Aadhaar Linking. What was supposed to make life easy - is ruining many.
What is Israel's LONG TERM Plan for Palestinians? | Hamas An Excuse for Nakba 2.0? | Akash Banerjee,KTSvrdEqzHs,2023-11-09T15:01:01Z,2134138,88917,9852,https://i.ytimg.com/vi/KTSvrdEqzHs/default.jpg,1080,#video,"A month since the Hamas Terror Attack & Israel's Brutal Retaliation - but increasingly the target does not even seem to be Hamas - rather innocent Palestinians. Slowly the real play is coming into focus - Hamas may just be an excuse - there is a bigger game afoot in Gaza. 
On deshbhakt - we dive deep into the reason's into Israel's relentless assault (and it has less to do with Hamas - more to do with Israel's grander plan) 

⛔️ BECOME A DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes
OR
Join this channel to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕 https://kadakmerch.com/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧

** SUBSCRIBE / FOLLOW US **  
YouTube: - / thedeshbhakt  
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

0:00 A month of Bombing Gaza
1:33 Revenge on Hamas or Palestine?
5:29 Up-skill with Coding Invaders
7:47 Nakba 2.0 ??
13:50 Why History is Repeating Itself
16:24 Israel's true ambition??

#israelpalestineconflict #palestineunderattak #akashbanerjee"
Who's To Blame for the Annual Air Pollution Crisis? | Akash Banerjee,dIl24Mocpu4,2023-11-07T17:41:44Z,708176,34901,7340,https://i.ytimg.com/vi/dIl24Mocpu4/default.jpg,1083,#video,"Another year - but same story. Like clockwork - Delhi again has been engulfed in smog - triggering alarm bells. But beyond the 'emergency measures', blame game and temporary outrage - nothing changes and nothing solid gets done.
Till this date - Delhi Govt does not have data to show WHAT causes this crisis (so forget solving it) 
But what allows political parties of all hues to take this issue for granted ?? What gives them so much confidence that they can just mock the people who are suffering??? That is the question we answer in this episode. 

⛔️ BECOME A DESHBHAKT MEMBER - www.patreon.com/thedeshbhakt   ⛔️
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes
OR
Join this channel to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕 https://kadakmerch.com/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧 

Credits :
Script -  Akash
Thumbnail : Mehul & Khursheed
Editor : Khursheed & Ritam
Associate Producer : Ankit
Producer : Sahil

#delhiairpollution #arvindkejriwal #akashbanerjee"
Kattar Hindu' or a Dhongi Influencer? | Reality of Elvish Yadav & his 'Army' | 'Akash Banerjee,2qKbwOr2aCk,2023-11-03T17:39:11Z,1805129,120229,16143,https://i.ytimg.com/vi/2qKbwOr2aCk/default.jpg,992,#video,"FIR against Elvish Yadav again exposes the dark side of Ultra-Nationalist Social Media Influencers....who have used Religion to exploit people's sentiments and amass massive wealth and power. Elvish is not the first one - nor the last to use religion as a tool to print money. Sadly he will walk away scot free. 

Here's detailing the charges against Elvish - why he would get away - and even if nothing is proved - - why his 'army' needs to wake up and smell the rot. 

⛔️ BECOME A DESHBHAKT MEMBER -   www.patreon.com/thedeshbhakt
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes
OR 
 Join this channel to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕 https://kadakmerch.com/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧
 
#elvishyadav #elvisharmy #maxtern"
Dear Kangana - LEARN from SRK! (BEWARE of what success can do to you!) #kanganaranaut #jawan  #srk,Y4Ds7g37j4w,2023-11-02T10:14:53Z,6512631,302685,3939,https://i.ytimg.com/vi/Y4Ds7g37j4w/default.jpg,60,#video,Its a study in contrast - SRK wishing his fans on his 58th birthday and Kangana fighting it out on Social Media...Its a masterclass of how success can destroy you and why its important to keep your ego in check.
Why UN is Watching Helplessly as Israel Continues To Bomb Palestinians | Akash Banerjee,6Ow2zHJQw2M,2023-11-01T15:55:44Z,1068088,60165,9897,https://i.ytimg.com/vi/6Ow2zHJQw2M/default.jpg,1203,#video,"Can the UN be officially declared as dead? Israel mocks it - the world powers don't listen to it - the Secretary General of the UN is reduced to tweeting for peace. The mighty UN cannot even get a ceasefire resolution passed successfully and even gets scolded by Israel. 
Can this madness stop - should we do our bit? - because one month into this war - UN has clearly failed.

What is happening in Gaza now is not an 'anti-terror' op by ANY stretch of the imagination.... 

⛔️ BECOME A DESHBHAKT MEMBER -   www.patreon.com/thedeshbhakt
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes
 
👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕 https://kadakmerch.com/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧
 
** SUBSCRIBE / FOLLOW US **  
YouTube: - / thedeshbhakt  
Twitter :-   / thedeshbhakt  
Instagram :-   / akashbanerjee.in  
Facebook :-   / akashbanerjee.in  

Credits :
Script - Akash
Graphic- Mehul
Thumbnail- Khursheed
Editor : Khursheed & Ritam
Associate Producer- Sarthak
Producer : Sahil

#israelpalestineconflict #palestineunderattak #unitednations"
Why Narayana Murthy is WRONG about 70 Hours a Week | #murthy #productivity #work,YqZnAgk1CFM,2023-11-01T11:48:15Z,1404659,82587,2610,https://i.ytimg.com/vi/YqZnAgk1CFM/default.jpg,57,#shorts,Narayan Murthy set off a massive controversy with this suggestion that the youth of India need to work a lot more - if the nation was to prosper. But was he right? Do the numbers back his claim?
Salena Gomez Goes Silent ... Will U do the same??? #shorts #israelpalestineclash #salenagomez,uDcrqdZPXRA,2023-10-31T11:40:57Z,2348348,132532,6629,https://i.ytimg.com/vi/uDcrqdZPXRA/default.jpg,59,#shorts,Can a social media post change the world? Salena Gomez (with millions of followers) thinks that her speaking up will not change a thing .... WRONG - SO VERY WRONG.
Why IT Companies Hiring Less? (1st Time In 25 YEARS) #joblosses #itjobs #indianeconomy,scLY-TdPmL8,2023-10-30T04:34:48Z,1095447,64434,948,https://i.ytimg.com/vi/scLY-TdPmL8/default.jpg,59,#shorts,IT Sector was the sunshine element of our economy - now for the first time in 25 years - they will have lesser number of people working than the year before. Lot of reasons for that - but the writing on the wall is not healthy.
How Anti-Nationals Forced Kangana’s Tejas to Crash-land!! | Movie Review | Akash Banerjee,uFDjdCEQyD0,2023-10-27T16:49:09Z,868495,36006,2664,https://i.ytimg.com/vi/uFDjdCEQyD0/default.jpg,595,#video,"Built on the Nationalism Model with Pakistani Terror as the Villain -  Tejas has all the ingredients to become a Box Office success ... however despite Kangana's best efforts - there is something that prevents Tajas from taking off.... 

#tejasmovie #tejas #kanganaranaut 

⛔️ BECOME A DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes
Or
Join this channel to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕 https://kadakmerch.com/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧
 
** SUBSCRIBE / FOLLOW US **  
YouTube: - / thedeshbhakt  
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in"
India Has a New Enemy !! 🤯😱 #akashbanerjee #thedeshbhakt #2024elections,U1gZrMKs72U,2023-10-26T04:41:06Z,1892152,109584,2481,https://i.ytimg.com/vi/U1gZrMKs72U/default.jpg,45,#shorts,
EXPLAINED - Mahua Moitra & Cash For Query Allegations against the TMC MP | Akash Banerjee & Dharmesh,-7uh7k9lukQ,2023-10-23T17:45:05Z,613546,22224,2212,https://i.ytimg.com/vi/-7uh7k9lukQ/default.jpg,993,#video,"Mahua Moitra is not a newcomer to controversy - but this time she may be in for the fight of her life. Her former boyfriend has teamed up with her longtime political rival to make some stunning revelations against her - that if true - could spell an end to her political career. How much of substance is here against Moitra and will BJP's Nishikant Dubey win this final round??? 

⛔️ BECOME A DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes
  
👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕 https://kadakmerch.com/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧
 
** SUBSCRIBE / FOLLOW US **  
YouTube: - / thedeshbhakt  
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

Credits :
Script - Dharmesh & Akash
Editor : Khursheed
Producer : Sahil

#mahuamoitra #cashforquery #nishikantdubey"
The Dirty Truth of PM Benjamin Netanyahu - Israel’s Guardian or War Criminal? | Akash Banerjee,XdiL6SIFPTg,2023-10-21T13:37:46Z,732917,29269,3355,https://i.ytimg.com/vi/XdiL6SIFPTg/default.jpg,1175,#video,"2 weeks after Hamas Terror Attack on Israel (that saw the World side and sympathise with Israel) the opinion and narrative changed sharply .... world leaders have started asking questions about how the Israeli PM has been handling the crisis & some even demanding War Crimes investigations against him - after the carpet Bombing of Gaza - that has not even spared relief camps / hospitals & schools. 

But more than the international chatter - Benjamin Netanyahu faces stiff opposition at home - with most already writing his final political obituary. But what makes the youngest and longest serving PM in the history of Israel so vulnerable at home and is that pushing him to be MORE brutal in the war? 
 
⛔️ BECOME A DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes
OR
Join this channel to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕 https://kadakmerch.com/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧
 
** SUBSCRIBE / FOLLOW US **  
YouTube: - / thedeshbhakt  
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

Credits :
Script - Adwaith
Editor : Khursheed / Mehul 
Producer- Sarthak / Ankit 

#netanyahu #benjaminnetanyahu #israelconflict"
Is India's Economic Boom Real For YOU?? | Akash Banerjee & Manjul,nVgo5DFza4A,2023-10-18T13:31:11Z,1105348,38383,4106,https://i.ytimg.com/vi/nVgo5DFza4A/default.jpg,999,#video,"JPMorgan’s MD today made a 'bold' forecast - that India will become 3rd largest economy in the world by 2027 & size of our economy will reach $7 trillion by 2030. While much of that will be driven by the massive size of our population - what does this spectacular achievement mean for the average Indian who's only seeing shrinking savings / lesser jobs / more inflation / less manufacturing. Even if India does a 8% growth for 4 years in a row and becomes No3 in the world - Where will it take you? 

⛔️ BECOME A DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕 https://kadakmerch.com/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧
 
** SUBSCRIBE / FOLLOW US **  
YouTube: - / thedeshbhakt  
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

Credits :
Script - Manjul & Akash
Graphics : Mehul
Editor : Khursheed
Associate Producer- Ankit & Sarthak
Producer : Sahil

#indianeconomy #percapitaincome #indiagdp"
Israel - Palestine Conflict | Hope for Humanity & Peace in such dark times | Akash Banerjee,L6FckNMYobM,2023-10-15T18:27:23Z,177997,6768,494,https://i.ytimg.com/vi/L6FckNMYobM/default.jpg,6654,#video,"It is often said that a possible WW3 will start from the Middle - East ... today we are seeing that doomsday scenario unfold. The deadly Hamas Terror Attack on Israeli Civilians - then the brutal retaliation by Israel that has killed twice as many in Palestine. Where does this end? When will the west say enough is enough? How many children need to suffer and will Hamas return the Hostages to end this deadlock?

Who's the Good Guy here?  Who really wants peace? 

#israelpalestine #gazaunderattack #hamasattack 

⛔️ BECOME A DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕 https://kadakmerch.com/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧
 
** SUBSCRIBE / FOLLOW US **  
YouTube: - / thedeshbhakt  
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in

Join this channel to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join"
Israel vs Palestine Conflict | Setting Fire To A Wider War?? | Akash Banerjee & Adwaith,EyhDSQZp2lc,2023-10-13T14:51:36Z,1804411,44369,4539,https://i.ytimg.com/vi/EyhDSQZp2lc/default.jpg,1008,#video,"After Hamas' terror attack - Israel has got global support to go after then in the Gaza Strip - however this war may expend any day and light up the entire middle-east. There is good reason why USA and UK are sending in their ships to warn other nations in the region to stay away from Israel.... however there is ONE group in particular that can make this war go regional and even global - pulling in Iran / Russia / USA and all of Europe into this flux.

#gazaunderattack #hezbollah #israelpalestine 

Part II - https://youtu.be/Cd2qlbA_cXI?si=yFUwxKPhLqLs5TrQ - What next for Gaza and innocent Palestinians stuck in this Israel - Hamas War ????

Part I - Explained - Israel vs Palestine Conflict | आप किसकी तरफ हैं? | 
https://youtu.be/ZIYKkcpDS_c?si=QXeiFvMrtSZgYOOP


⛔️ BECOME A DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes

Join this channel to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕 https://kadakmerch.com/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧
 
** SUBSCRIBE / FOLLOW US **  
YouTube: - / thedeshbhakt  
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

Credits :
Script - Adwaith
Graphics : Ritam
Editor : Khursheed
Associate Producer- Ankit
Producer : Sahil"
